comments,cleaned_comments,sentiment,sentiment_label
Ini Prabowo ngeskip pendidikan atau gak follow update perkembangan zaman ya?,prabowo ngeskip didik follow update kembang zaman,LABEL_1,1
"Yang Terjadi di Sumatra aja belum bener-bener beres,udah mulai bikin yang baru lagi di papua",sumatra benerbener beresudah papua,LABEL_2,0
rumah bapak mao ditanem sawit?,rumah mao ditanem sawit,LABEL_1,1
Gak sekaliam aja selat sunda reklamasi terus tanam sawit😂😂😂😂,sekaliam selat sunda reklamasi tanam sawit,LABEL_1,1
Mau tanam sawit tapi tidak prepare waktu ada hujan dan longsor. Lawak😂,tanam sawit prepare hujan longsor lawak,LABEL_1,1
"Sabar bang, masih 4 th 😢🗿",sabar,LABEL_0,2
"Maaf anda cukup satu priode aja pak, knp presiden lawak² semua ya, giliran dapet yg cerdas masa jabatan singkat bnget.",maaf priode knp presiden lawak gilir dapet cerdas jabat singkat bnget,LABEL_2,0
lokasi bencana alam berikutnya 🗿🗿,lokasi bencana alam,LABEL_2,0
"bentar dulu, bukannya kelapa sawit itu olahannya jadi minyak kan bukan bbm, kalaupun bisa di buat bio solar tpi kendaraan di indonesia kan mesinnya tidak di modifikasi untuk bisa jalan memakai BBM bio....
bukannya sudah terbukti kemarin di jawa timur banyak yang macet karena campuran etanol, walaupun cuma kecampur 10% itu sudah gk bisa jalan mulus pak motornya",bentar kelapa sawit olah minyak bbm bio solar tpi kendara indonesia mesin modifikasi jalan pakai bbm bio bukti kemarin jawa timur macet campur etanol campur jalan mulus motor,LABEL_1,1
"jadi presiden hanya untuk memuluskan bisnis sawitnya, edan edan",presiden mulus bisnis sawit edan edan,LABEL_2,0
Hey anthek anthek aseng,hey anthek anthek aseng,LABEL_2,0
The real PEMERINTAH DZOLIM,real perintah dzolim,LABEL_2,0
ayo papua demo biar gak kejadian kaya Sumatra,ayo papua demo biar jadi kaya sumatra,LABEL_2,0
"King sawit, hutan mana lagi yg ingin kau gundulkan?
Dimasa muda menebang aktivis, dimasa tua nebang pohon",king sawit hutan kau gundul masa muda tebang aktivis masa tua nebang pohon,LABEL_2,0
Ngajak perang sipil kah,ngajak perang sipil kah,LABEL_2,0
Ya Allah kenapa harus tanam sawit presiden gk liat apa yang terjadi di Sumatra dan Aceh aduh,allah tanam sawit presiden liat sumatra aceh aduh,LABEL_2,0
"Otaknya hilang kayaknya, aceh udah kayak gitu gara2 kelapa sawit, masih kekeh aja pengen nanam kelapa sawit, banyak2in kelapa sawit tapi minyak tetep mahal harganya, saudara kita yang di aceh masih belum pulih total, ini mau ada part 2, ya allah 😖",otak hilang kayak aceh gara kelapa sawit kekeh ken nanam kelapa sawit banyakin kelapa sawit minyak tetep mahal harga saudara aceh pulih total part allah,LABEL_2,0
Presiden gublok,presiden gublok,LABEL_2,0
"BBM tidak perlu sawit pak tapi ubah kebijakan BBM dan pemerataan fasilitas, pendidikan, transformasi, internet dan teknologi bukan di tanam sawit yang nyatanya berdampak negatif dan jangan lupa Sumatra dipulihkan bukan di biarkan pray for Sumatra dan revolusi otak presiden dan para pejabat",bbm sawit ubah bijak bbm perata fasilitas didik transformasi internet teknologi tanam sawit dampak negatif lupa sumatra pulih biar pray sumatra revolusi otak presiden jabat,LABEL_1,1
Papua udah kaya hasil alam tapi mereka masih miskin kenapa ya,papua kaya hasil alam miskin,LABEL_2,0
Hebat Pak probowo..habisin hutannya..agar bisa sejahtera kedepannya Indonesia.. Indonesia maju terus..rakyat ngak maju usah digubris..lg cepat lg bagus..luaskn lgi dikalimantan..,hebat probowohabisin hutannyaagar sejahtera depan indonesia indonesia maju terusrakyat ngak maju digubrislg cepat bagusluaskn lgi dikalimantan,LABEL_0,2
"Lah kan udah banyak perusahaan sawit di papau, kok baru sekarang hebonya",usaha sawit papau hebonya,LABEL_2,0
"NAMANYA POHON KAN? ADA DAONNYA KAN??

HAH PEKOK",nama pohon daonnya hah kok,LABEL_2,0
Dri pejabat nya aja juga masih korup,dri jabat korup,LABEL_2,0
Keperluan bisnis,perlu bisnis,LABEL_0,2
"knpa ga ngelola pulau/ tanah yg jauh dari permukiman yg gda pemiliknya buat nanem sawit, kan itu lebih bagus atau klo nda ya tanem pohon ngelilingi sawit biar nda banjir sama longsor",knpa ngelola pulau tanah mukim gda milik nanem sawit bagus klo nda tanem pohon ngelilingi sawit biar nda banjir longsor,LABEL_2,0
Kan semua salah Prabowo,salah prabowo,LABEL_2,0
"Tapi kok kayak video AI? Soalnya perkataan prabowo kayak Gak Ada otak gitu, fix AI",video kata prabowo otak fix,LABEL_1,1
Waw.... Bencananya pindah ke papua....,waw bencana pindah papua,LABEL_2,0
"INILAH NEGERI KITA YANG SUBUR DAN KAYA RAYA SAWAH LADANG TERHAMPAR LUAS SAMUDERA BIRU
TAPI RATAPLAH NEGERI KITA YANG PENUH DARAH DAN DERITA

NEGRI NGERI - MARJINAL",negeri subur kaya raya sawah ladang hampar luas samudera biru ratap negeri penuh darah derita negri ngeri marjinal,LABEL_2,0
"Dulu pas pemilu sampe debatin sama orang tua, sekarang saya harus menanggung malu sama ortu kalo pilihan gw salah 😂😂",pas milu sampe debatin orang tua tanggung malu ortu pilih salah,LABEL_2,0
"Apakah berlebihan Rakyat Aceh kembali menyerukan ""Aceh Merdeka"" ? 
Saya rasa tidak 😊

Gimana menurut kalian ?",rakyat aceh seru aceh merdeka gimana,LABEL_2,0
Tanam sawit gapapa yang penting bukan deforestasi/nebang pohon alami nya,tanam sawit gapapa deforestasinebang pohon alami,LABEL_1,1
Nanti pas panen ditembak sama KKB,pas panen tembak kkb,LABEL_2,0
"""Tujuannya untuk mempercepat pembangunan di Papua,"" 

Jangan ngawur!! Yang ada malah membunuh perlahan! Tambang asing di sana aja gak di apa-apain! Di sana kekayaan alam ada banyak, hutan masih lebat, mau anda gundulkan seperti Sumatra dan Kalimantan heh?!",tuju cepat bangun papua ngawur bunuh perlahan tambang asing apaapain kaya alam hutan lebat gundul sumatra kalimantan heh,LABEL_2,0
"Pernyataan terkocak 2025..""sawit juga pohon ada daun nya""",nyata kocak sawit pohon daun,LABEL_0,2
Ini nie yg saya suka KLO udah longsor dan banjir yg di salahkan masyarat🤣kan kocak ini negara wkwk,nie suka klo longsor banjir salah masyaratkan kocak negara,LABEL_2,0
"mending Papua suruh merdeka aja , kalo nanti ujung nya masa depan kaya di Sumatera..",mending papua suruh merdeka ujung kaya sumatera,LABEL_2,0
"""Ditegor Allah lewat sumatra, malah part dua bejir.""",ditegor allah sumatra part bejir,LABEL_2,0
"Combo luarbiasa wawo gabrun balul


🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳🏳

nyerah bang nyerah",combo luarbiasa wawo gabrun balul nyerah nyerah,LABEL_0,2
Presiden kemaren isi kepalanya Utang Sama BANSOS sekarang presiden nya OTAKNYA  kelapa sawit 😂 UDAH mentrinya EL Bahlil etanol Ama raja juli EL  BUZER sama Zulhas EL BERAS Sekarang PRABOWO EL SAWIT 😂 ancur ancur sekalian Indonesia BUBAR semakin dekat saya berharap bubar biar ga ad  pemimpin DZOLIM,presiden kemaren isi kepala utang bansos presiden otak kelapa sawit tri bahlil etanol ama raja juli buzer zulhas beras prabowo sawit ancur ancur indonesia bubar harap bubar biar pimpin dzolim,LABEL_2,0
"Ya selama deforestasi nya masih wajar dan sesuai amdal ga masalah, tapi klo adal kayak di Sumatera ya mending jangan😅",deforestasi wajar sesuai amdal klo adal sumatera mending,LABEL_1,1
"Kemarin hutan sumatra dah hancur, sekarang mau bikin hutan di papua hancur pak ?
Anda waras ?

Papua dari dulu kasian, tanahnya dikeruk, masyarakatnya masih miskin.

Tapi pemerintah tetap tutup mata dan telinga.",kemarin hutan sumatra hancur hutan papua hancur waras papua kasi tanah keruk masyarakat miskin perintah tutup telinga,LABEL_2,0
"Di Papua Banyak Tambang Emas, Kayu banyak di Tebang, tapi masyarakatnya Banyak yg Masih Miskin, jika Pemerintah ingin Menghancurkan Hutan Papua di ganti Sawit Masyarakat Papua Bisa bisa Banyak yg gabung ke KKB Untuk Menolak Menghancurkan Hutan,",papua tambang emas kayu tebang masyarakat miskin perintah hancur hutan papua ganti sawit masyarakat papua gabung kkb tolak hancur hutan,LABEL_2,0
Resiko punya presiden bisnisman.,resiko presiden bisnisman,LABEL_2,0
"Sawit bukan pohon tapi tanaman, kalau pohon itu harus ada pokok kayu yg berkambium. Jd lebih tepatnya tanaman sawit.",sawit pohon tanam pohon pokok kayu kambium tepat tanam sawit,LABEL_1,1
Bencana nasional indonesia adalah prabowo,bencana nasional indonesia prabowo,LABEL_2,0
"Bisa gak si presiden di cabut jabatanya ganti kdm atau purbaya aja , presiden satu ini kocak soalnya",presiden cabut jabatanya ganti kdm purbaya presiden kocak,LABEL_1,1
Rakus...Emang Tambang aja belum cukup...🤦🤦🤦,rakusemang tambang,LABEL_2,0
Ga usah dibahas di jogetin aja,bahas jogetin,LABEL_2,0
Nggedabrus omon2 alasan j RUSAK BENCANA IYA ...,nggedabrus omon alas rusak bencana iya,LABEL_2,0
Jangan wah anjir banget papua alamnya masih terjaga kalo di tanam Sawit habis sumber Oksigen kita mikir 2 kali lah pak masa hal sepele gini harus dikasih tau lagi sama masyarakat atau harus nunggu alam lagi yang kasih tau,anjir papua alam jaga tanam sawit habis sumber oksigen mikir sepele gin kasih tau masyarakat nunggu alam kasih tau,LABEL_2,0
"Masih kurang kali ya daerah yg musibah setelah dideforestkan
Mgkn mau sekalian depopulasi ya
#mungkin
Bencana yg ada ga membebani beliau2 krn bukan bencana nasional
Mau sekalian dicetus yg bencana nasionalnya
#naudzubillah",daerah musibah dideforestkan mgkn depopulasi bencana beban beliau krn bencana nasional cetus bencana nasional naudzubillah,LABEL_2,0
"Maklumlah pemilik ""400.000 hektar tanah"" di Indonesia",maklum milik hektar tanah indonesia,LABEL_2,0
Saya sangat2 menyesal coblos prabowo.,sesal coblos prabowo,LABEL_2,0
"Nanem sawit boleh-boleh aja tapi kalau berlebih  kaya yang terjadi di Sumatra itu sih kelewatan wo! 
Mungkinkah Rocky Gerung akan berkata seperti itu????",nanem sawit bolehboleh lebih kaya sumatra lewat rocky gerung,LABEL_1,1
Lahh tambang yang raksasa aja gak bisa buat papua jadi maju apa lagi sawit,lahh tambang raksasa papua maju sawit,LABEL_2,0
Duta sawit,duta sawit,LABEL_1,1
Itu sudah program prabowo yg sebut indonesia bubar,program prabowo indonesia bubar,LABEL_2,0
Sumatra yang sebelahan sama jawa kena bencana nangainya aj lama apa lagi yg kena bencana di papua,sumatra belah jawa kena bencana nangainya kena bencana papua,LABEL_2,0
Kejamnya timpa text ngeri.,kejam timpa text ngeri,LABEL_2,0
"udah gamau nerima bantuan luar negeri, gamau jadiin bencana nasional, malah mau nambah lahan sawit, lucu wowo ini rek✋😹🤚",gamau nerima bantu negeri gamau jadiin bencana nasional nambah lahan sawit lucu wowo rek,LABEL_2,0
Prabowo Subianto bukan PRESIDEN RI MELAINKAN MAFIA SAWIT,prabowo subianto presiden mafia sawit,LABEL_2,0
"Ya yang ngomong pengusaha sawit, jelas apapun masalahnya, sawit solusinya, kita kasih julukan aja si Wowo ini #RAJASAWITSERAKAH",ngomong usaha sawit apa sawit solusi kasih juluk wowo rajasawitserakah,LABEL_1,1
"pembangunan papua apa pembangunan rumah bpk dan anak"" bpk?",bangun papua bangun rumah bpk anak bpk,LABEL_1,1
Bukan mau lagi bang. Udah. Banyak tanah di papua yang udah di babat,tanah papua babat,LABEL_2,0
"Pak Prabowo sebenarnya mancing itu, ingin lihat siapa yg muncul. Masa begini aja gatau,,",prabowo mancing lihat muncul gatau,LABEL_2,0
PENGGAL PRABOWO!,penggal prabowo,LABEL_2,0
Minta diinjek kepalanya nih presiden,diinjek kepala presiden,LABEL_2,0
Klu di lihat bencana yang ada d sumatra barat...daerah yg terkena bencana tidak semua jadi lahan sawit....,klu lihat bencana sumatra baratdaerah kena bencana lahan sawit,LABEL_1,1
Aku kira diera probowo makin bagus rupanya gak makin hancurr...lebih parah merusak alam 🗿,era probowo bagus hancurrlebih parah rusak alam,LABEL_2,0
gabisa apa dia cm setaun aja? kek jaman 1998-2004 gtu pd setaun',gabisa taun jaman gtu taun,LABEL_2,0
"Sawit masih pohon... 
Ganja masih tanaman...
🤔🤔",sawit pohon ganja tanam,LABEL_1,1
Sawit trooosssssss,sawit trooosssssss,LABEL_0,2
"hahahah makan tuhh presiden joget jogett,rata rata yg nyoblos gen z yg baru punya KTP",hahahah makan tuhh presiden joget jogettrata nyoblos gen ktp,LABEL_2,0
emg pnya presiden dr dlu tolol2 smua .. ngikut bgt requestan org2 tololl n antek dajjal sekitarnya😂,emg pnya presiden dlu tolol smua ngikut requestan org tololl antek dajjal,LABEL_2,0
Penghasil emas terbesar di papua bahkan sampe ada 6tambang raksasa yg dikuasai PT apa gitu  ???? Tapi masyarakat sekitar boro2 sejah tera yg katanya inilah itulah jauh dari kata peradaban paback presiden emang udah bener bawahannya itu loh yg bikin kita selalu nyebut astaghfirulloh setan aja insekiur kali liat kelakuan para pejabat konoha,hasil emas besar papua sampe tambang raksasa asai masyarakat boro jah tera adab paback presiden bener bawah nyebut astaghfirulloh setan insekiur liat laku jabat konoha,LABEL_2,0
Nyesel gua pilih si wowo bangs*t😂,nyesel gua pilih wowo bangst,LABEL_2,0
"Knpa gak padi aja, kan sama2 pohon.
Atau pohon pelastik aja, biar ngehasilin plastik ramah lingkungan.
Kan sama2 pohon😊😊😊",knpa padi pohon pohon pelastik biar ngehasilin plastik ramah lingkung pohon,LABEL_1,1
Padahal udh ada bukti malah lanjut tebang? 😅 apalagi papua yang orang2 nya kurang pembelajaran,bukti tebang papua orang ajar,LABEL_2,0
Selama gk berlebihan dan ekonominya berputar di rakyat daerah gk masalah tapi klau berputar ujungnya ke para orang lama naga juga😢,ekonomi putar rakyat daerah klau putar ujung orang naga,LABEL_2,0
"Bukan presiden gw, tololnya kebangetan",presiden tolol banget,LABEL_2,0
Kenapa ga sekalian all in aja sih... Babat semua hutan di indo jadiin kebun sawit semua.. Biar sekalian aja dah gitu.. Klo emng gabisa mikir yang terbaik buat negara.. Sawit aja udah semua nya,babat hutan indo jadiin kebun sawit biar klo emng gabisa mikir baik negara sawit,LABEL_2,0
Biasa lah bang liat aja badan nya noh ga ada bedanya sama angka 8 sama sama kaya gentong.tu otak isinya duit Mulu,liat badan noh beda angka kaya gentongtu otak isi duit mulu,LABEL_2,0
Semoga Papua cepat-cepat pisah dari negara ini,moga papua cepatcepat pisah negara,LABEL_2,0
Rusak ni orang,rusak orang,LABEL_2,0
KKB bisa menagani semua ini,kkb tagan,LABEL_2,0
"Harusnya Tambang Emas itu sudah cukup untuk membangun Papua ! Tapi kemana Uangnya??? Kemana Hasilnya?? Hasil buminya di Keruk tapi Apa"" malah disana !",tambang emas bangun papua mana uang mana hasil hasil bumi keruk sana,LABEL_2,0
Halah kenapa sih ibuku milih Wowo😵,halah ibu milih wowo,LABEL_2,0
OKE GAS... MANA NIH? KATANYA JOGETIN AJA?,oke gas jogetin,LABEL_2,0
Alahh,alahh,LABEL_2,0
Kapan pemilu?,milu,LABEL_0,2
Tujuan dia kan adalah bubarnya Indonesia tahun 2030,tuju bubar indonesia,LABEL_2,0
Tetep aja minyak import + mahal pula,tetep minyak import mahal,LABEL_2,0
Cara halus utk menghabisi rakyat papua dan mengeruk keuntungan,halus utk habis rakyat papua keruk untung,LABEL_2,0
"Tebang pohon lagi berarti?, kenapa gak beli lahan aja, ketimbang harus gundulin hutan?, menghilangkan sesuatu yang penting seperti pohon itu gaboleh, lama tumbuhnya butuh sepuluh tahun lebih agar kuat daya serapnya",tebang pohon beli lahan ketimbang gundulin hutan hilang pohon gaboleh tumbuh butuh puluh kuat daya serap,LABEL_2,0
"daridulu papua dikeruk emasnya, tapi masih jadi daerah paling tertinggal. gk ada kepekaan sama sekali sama keadaan rakyatnya di sumatera. malah mau ngerusakin papua lebih jauh lagi 😮‍💨",daridulu papua keruk emas daerah tinggal peka rakyat sumatera ngerusakin papua,LABEL_2,0
Udh tua mending mundur aja🗣️ feats Gen z,tua mending mundur feats gen,LABEL_2,0
"Lah dulu papua tambang emas, uang nya kemana?",papua tambang emas uang mana,LABEL_2,0
Besok sekalian kuburanlu tanami sawit wok,besok kuburanlu tanam sawit wok,LABEL_2,0
Sesama monokotil harus saling mendukung,monokotil dukung,LABEL_1,1
Ganti aja namanya jadi sawitwo,ganti nama sawitwo,LABEL_2,0
"dihh, yg kemarin milih beliau gimana bre ?, nggak pengin nasehatin belau kah ?",dihh kemarin milih beliau gimana bre nggak pengin nasehatin belau kah,LABEL_2,0
"Absolutely NO liat aja pulau yang sudah ngelakuin apa yang pak presiden bilang , tolong pak presiden jangan  hancurin pulau Papua yang masih alami dan banyak ekosistem yang asri 😢😢",absolutely liat pulau ngelakuin presiden bilang tolong presiden hancurin pulau papua alami ekosistem asri,LABEL_2,0
"Biar sejahtera apaan wok, dari dulu tuh tambang² di Papua gk ada penduduk asli yg sejahtera kecuali bajingan di jakarta itu",biar sejahtera wok tambang papua duduk sejahtera kecuali bajing jakarta,LABEL_2,0
Dikira matahari ternyata PELANGI,matahari pelangi,LABEL_0,2
🗣️:Aku tahu siapa yg membuat Indonesia bubar yaitu yg ngomong,indonesia bubar ngomong,LABEL_2,0
Ga jelas banget ini presiden coeg,presiden coeg,LABEL_2,0
"Kenapa harus sawit, knp ga biarin aja hutannya. Bukannya minyak bisa di hasilkan dari mana aja. Dan setahuku buah merah khas papua ngehasilin minyak juga. Walau ga sebagus sawit tapi minyak masih banyak kok yang bisa jadi sumbernya. Saya mumed bang denger petinggi kita sifatnya pada keliatan jelas keinginan nya dan niat nakalnya.",sawit knp biarin hutan minyak hasil tahu buah merah khas papua ngehasilin minyak bagus sawit minyak sumber mumed denger petinggi sifat liat niat nakal,LABEL_2,0
"Ekhemmm urus Sumatra dulu,ekhemm tumben baik biasanya di kucilkan,mau korupsi ya",ekhemmm urus sumatra duluekhemm tumben kucilkanmau korupsi,LABEL_2,0
"Indonesia:Sinking Destination
coming soon 🗿

Bertabahlah wahai rakyat Indonesia 😌
Salam dari Malaysia 🇲🇾🇮🇩",indonesiasinking destination coming soon tabah rakyat indonesia salam malaysia,LABEL_1,1
Sebenr nya niat nya baik . Cuma pas bilang gt beliau kurang pahambtentang pohon sawit.,sebenr niat pas bilang beliau pahambtentang pohon sawit,LABEL_2,0
"kalau harga kebutuhan pokok seperti beras, gula, gandum, minyak, teh dll ingin murah ya solusinya diproduksi di sana..
kalau apa apa diimport dari luar papua ya pasti mahal.. karna biaya transportasi..
produksi sendiri juga membantu kemandirian disana.. ekonomi naik.. umr juga naik",harga butuh pokok beras gula gandum minyak teh dll murah solusi produksi diimport papua mahal biaya transportasi produksi bantu mandiri sana ekonomi umr,LABEL_2,0
"Ide2 nya makin lama enggak Jelas.. 😂, Bantuan luar for Sumatra ditolak semua. Jadi tinggal tunggu tahun 2030 aja, lihat Indonesia masih ada atau Tdk.. 😢",ide bantu sumatra tolak tinggal tunggu lihat indonesia tdk,LABEL_2,0
"Persiapan kalo 2029 gk terpilih,  masih ada lahan dia utk panen sawit disana 🤭",siap pilih lahan utk panen sawit sana,LABEL_0,2
Tapi ABG pendukung nya 😂😂😂😂. Kalau GC bubar negara GC akan puas orang itu 😊,abg dukung bubar negara puas orang,LABEL_2,0
"Ada berita kocak lagi 
Katanya jamur sumatra itu tersangkanya adalah kayu dan air 😂",berita kocak jamur sumatra sangka kayu air,LABEL_1,1
Curiga pulau2 di Indonesia ditenggelamkan satu per satu😢😢,curiga pulau indonesia tenggelam,LABEL_2,0
lawak terusss presiden kita ini,lawak terusss presiden,LABEL_0,2
Bang kok meme nya gak pernah muncul lagi?,meme muncul,LABEL_2,0
King omon omon,king omon omon,LABEL_2,0
"Rakus nggak sih? Nggak belajar dari Sumatra?
Flora dan fauna langka di Papua bakal terancam . 11 /100. Ini presiden RI atau stand up comedy?
Aku menyesal pilih beliau mending milih Ganjar aja.
Rocky Gerung, Deddy Corbuzier dan Najwa Shihab mana Mereka di bunkam kah. Atau buzzer Prabowo",rakus nggak nggak ajar sumatra flora fauna langka papua ancam presiden stand comedy sesal pilih beliau mending milih ganjar rocky gerung deddy corbuzier najwa shihab bunkam kah buzzer prabowo,LABEL_2,0
"Apa kabar tambang emas, makin maju kah makin sejahtera kh papua setelah emas nya dikeruk??",kabar tambang emas maju kah sejahtera papua emas keruk,LABEL_1,1
"Kata-kata sawit saat ini sangat sensitif, kita perlu melihat perspektif dari berbagai sudut pandang, tapi kok statement presiden akhir2 ini gimana gitu, sebenernya langkah pak Presiden apa sii",katakata sawit sensitif perspektif sudut pandang statement presiden gimana sebenernya langkah presiden sii,LABEL_2,0
Bro bukan tony stark.,tony stark,LABEL_1,1
Sudah lihat kan iblis apa yg kalian coblos,lihat iblis coblos,LABEL_2,0
"OPM daripada lawan rakyat, mending nembakin ini aja yg mau nanem sawit sembarangan. Setuju lahir batin gua mah",opm lawan rakyat mending nembakin nanem sawit sembarang tuju lahir batin gua mah,LABEL_2,0
"Dulu saya kira OPM itu pemberontak 
Lihat Aceh dan Sumut
Rupanya OPM itu pahlawan bagi tanah Papua",opm berontak lihat aceh sumut opm pahlawan tanah papua,LABEL_1,1
Kayaknya biar bencananya merata sampe Papua 😅😅,kayak biar bencana rata sampe papua,LABEL_2,0
Bowo anj,bowo anj,LABEL_2,0
"ya gpp sih mereka kan mayoritas dukung oke gas, ya gas kan lah sampai rimbun sama sawit😂",gpp mayoritas dukung oke gas gas rimbun sawit,LABEL_2,0
"Ngawur , udah di ingatin dengan banjir masih belum sadar",ngawur ingatin banjir sadar,LABEL_2,0
Perlahan tapi pasti mulai menunjukan tanduknya...pokoknya dah gk ada yg bener kalo dah terhubung sama si mul.,perlahan tunjuk tanduknyapokoknya bener hubung mul,LABEL_0,2
Minta di tombak runcing senjata tradisional papua,tombak runcing senjata tradisional papua,LABEL_1,1
"Daerah Papua bisa berdiri sendiri, lalu kemana hasil dari pertambangan Freeport?
Dengan itu saja Papua mungkin bisa berdiri sendiri",daerah papua diri mana hasil tambang freeport papua diri,LABEL_2,0
"Sawit mah gapapa di tanem asal kan tau batesan😅 jangan semua nya di jadiin sawit😅, sawit banyak tpi minyak dipasaran mahal bener😅",sawit mah gapapa tanem tau batesan jadiin sawit sawit tpi minyak pasar mahal bener,LABEL_2,0
"the stupid presiden 🤦‍♂️

lu makin di bodohi ama bawahan lu bowo bowo..

khususnya bahlul bin goblin🤦‍♂️",stupid presiden bodoh ama bawah bowo bowo bahlul bin goblin,LABEL_2,0
Presiden kita pikiran nya sawit mulu 💩,presiden pikir sawit mulu,LABEL_2,0
Tidakkkkk nanti banjir lagi pemerintah lambat nanganin susah makanan diserang lagi sampai gundul Indonesia nya,tidakkkkk banjir perintah lambat nanganin susah makan serang gundul indonesia,LABEL_2,0
Pororo dongo,pororo dongo,LABEL_2,0
"Yuk turunkan wowo, mimpung blm tambah parah",turun wowo mimpung blm parah,LABEL_2,0
Mari tanam sawit di Papua agar Bisnis Cuan kita melimpah,mari tanam sawit papua bisnis cuan limpah,LABEL_0,2
"bahlil aja di tanam di papua, kan katanya kl dia org asli papua.",bahlil tanam papua org papua,LABEL_2,0
Owok:peduli apa gw😏,owokpeduli,LABEL_0,2
"Sumpah Demi Allah Dan Rasulullah.,Saya Pribadi Asli Sumatra Nyesal Sekalii Memilih Bapak Prabowo Jadi. Presiden😭😭😭😭",sumpah allah rasulullahsaya pribadi sumatra nyesal sekali pilih prabowo presiden,LABEL_2,0
"Yang 1 punya ijazah palsu tapi manipulatif 2 priode
Yang 1 punya ijazah asli dan berpendidikan tinggi tapi bego",ijazah palsu manipulatif priode ijazah didik bego,LABEL_2,0
Isi otaknya cuman sawit sawit sawit padahal sumber daya alam di indo bnyk selain sawit,isi otak cuman sawit sawit sawit sumber daya alam indo bnyk sawit,LABEL_2,0
KKB: alamak cuan nih 🤑 nyandera dulu gak sih 😂,kkb alamak cuan nyandera,LABEL_2,0
Wah selanjtunya papua dijatuhkan. Maklum papua banyak pendukung jokowi😅,selanjtunya papua jatuh maklum papua dukung jokowi,LABEL_2,0
Salah satu cara suku jawa tadbir negara. Dah rosakkan aceh pindah ke papua plak.alasan bbm sgt.,salah suku jawa tadbir negara rosakkan aceh pindah papua plakalasan bbm sgt,LABEL_2,0
Nih presiden pengen unggul tapi nyengsarain rakyat buat apa? Kan si BPK ini ga tinggal di gunung jadi aman coba kalau tinggal di gunung baru mikir dia,presiden ken unggul nyengsarain rakyat bpk tinggal gunung aman coba tinggal gunung mikir,LABEL_2,0
Pingin dbikin ky Sumatra?,pingin dbikin sumatra,LABEL_0,2
Maklum lagi lucu2nya 😢😢😢😢,maklum lucu,LABEL_0,2
"Emang bandit banget presiden yg satu ini, Mulyono jilid 2",bandit presiden mulyono jilid,LABEL_1,1
"Freeport aja ga bikin Papua maju...ini lagi cuma.sawit, tebu dan singkong......yang untung tetap pengusaha dan pejabat...yang rugi rakyat kecil...alamat bencana berikutnya",freeport papua majuini cumasawit tebu singkongyang untung usaha pejabatyang rugi rakyat kecilalamat bencana,LABEL_2,0
Serah lu lah wowo,serah wowo,LABEL_2,0
Seharusnya nya belajar dari akibat dan penyebab,ajar akibat sebab,LABEL_2,0
"Pemerintah/pejabat di konoha tidak peduli sama rakyatnya.
Mumpung msh menjabat, usahakan pemasukan selalu ada, tp untuk pemasukan pribadi.
Bangke  memang mereka.",pemerintahpejabat konoha peduli rakyat mumpung msh jabat usaha pasu pasu pribadi bangke,LABEL_1,1
"Presiden pendusta.. 
Presiden munafik.. 
Presiden pembohong..
Presiden yang sejahtera
kenyang disaat rakyatnya kelaparan, jadi kita 2029 ganti presiden atau tidak? ganti presiden atau tidak? 
TAKBEEERRRRRRRR",presiden dusta presiden munafik presiden bohong presiden sejahtera kenyang saat rakyat lapar ganti presiden ganti presiden takbeeerrrrrrrr,LABEL_2,0
"presiden anti mainstream, tidak percaya ilmu alam 😂 hajar terus yang penting cuannn  buat bestie n keluarga, dia mau papua banjir n pada mati warganya spy bebas keruk tambang mantap lanjutkan memang kau diciptakan utk menghancurkan infonesia 🎉",presiden anti mainstream percaya ilmu alam hajar cuannn bestie keluarga papua banjir mati warga spy bebas keruk tambang mantap lanjut kau cipta utk hancur infonesia,LABEL_2,0
"aku jadi kepikiran siapa yang lebih bodoh
presiden indo yang punya ilmu kedikitan atau orang india yang semuanya disembah",pikir bodoh presiden indo ilmu kedikit orang india sembah,LABEL_2,0
"Papua udah kaya dengan Freeport 
Pemerintah nya aja tuh gelo",papua kaya freeport perintah gelo,LABEL_2,0
Asyeekkkk,asyeekkkk,LABEL_0,2
Dia beneran gak nyadar kah apa penyebab bencana sumatera,beneran nyadar kah sebab bencana sumatera,LABEL_2,0
Ndasmu juga ada daunnya Wo .. daun telinga 😂😂😂,ndasmu daun daun telinga,LABEL_2,0
"Banjir lagi aja nanti , yang susah rakyat yang makmur para pejabat",banjir susah rakyat makmur jabat,LABEL_2,0
"Masa sih presiden kita ngomong begini
""Gak mungkin lah, gak mungkin"" Nya mana bang 🗿",presiden ngomong,LABEL_1,1
"Turunkan prabowo, gw muak dia gak mikir kh sama banjir kemarin",turun prabowo muak mikir banjir kemarin,LABEL_2,0
"Dipinggir jalan jadi hiasan bisa kan sawit
Hiasan yg menghasilkan",pinggir jalan hias sawit hias hasil,LABEL_1,1
Lol,lol,LABEL_2,0
Mempercepat longsor itu lereng freeport 😂😂😂,cepat longsor lereng freeport,LABEL_2,0
